2023-07-07 12:22:14,178 INFO 	 org.hibernate.validator.internal.util.Version [background-preinit] (21):	 HV000001: Hibernate Validator 6.2.0.Final
2023-07-07 12:22:15,260 INFO 	 org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] (132):	 Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-07-07 12:22:15,281 INFO 	 org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] (201):	 Finished Spring Data repository scanning in 10 ms. Found 0 JPA repository interfaces.
2023-07-07 12:22:16,586 INFO 	 com.zaxxer.hikari.HikariDataSource [main] (110):	 HikariPool-1 - Starting...
2023-07-07 12:22:16,865 INFO 	 com.zaxxer.hikari.HikariDataSource [main] (123):	 HikariPool-1 - Start completed.
2023-07-07 12:22:16,972 INFO 	 org.hibernate.jpa.internal.util.LogHelper [main] (31):	 HHH000204: Processing PersistenceUnitInfo [name: default]
2023-07-07 12:22:17,075 INFO 	 org.hibernate.Version [main] (44):	 HHH000412: Hibernate ORM core version 5.4.32.Final
2023-07-07 12:22:17,271 INFO 	 org.hibernate.annotations.common.reflection.java.JavaReflectionManager [main] (56):	 HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-07-07 12:22:17,492 INFO 	 org.hibernate.dialect.Dialect [main] (175):	 HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2023-07-07 12:22:17,830 INFO 	 org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] (52):	 HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-07-07 12:22:17,842 INFO 	 org.springframework.orm.jpa.AbstractEntityManagerFactoryBean [main] (437):	 Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-07-07 12:22:18,356 WARN 	 org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] (219):	 spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-07-07 12:22:19,296 INFO 	 org.springframework.boot.StartupInfoLogger [main] (61):	 Started AlmMapperApplicationTests in 5.611 seconds (JVM running for 6.913)
2023-07-07 12:22:19,764 INFO 	 org.springframework.orm.jpa.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] (651):	 Closing JPA EntityManagerFactory for persistence unit 'default'
2023-07-07 12:22:19,765 INFO 	 org.hibernate.tool.schema.internal.SchemaDropperImpl$DelayedDropActionImpl [SpringApplicationShutdownHook] (526):	 HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2023-07-07 12:22:19,771 INFO 	 com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] (350):	 HikariPool-1 - Shutdown initiated...
2023-07-07 12:22:19,779 INFO 	 com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] (352):	 HikariPool-1 - Shutdown completed.
